fid,covid_testing,ecg_machine,ecg_wait,icu_beds,address,beds,city,country,county,id,latitude,longitude,name,state,status,telephone,type,ventilator,website,zip,total_ecg_machine,total_icu_beds,total_beds,total_ventilator
6370,-1,-1,-1,-1,"327 BEACH 19TH ST",241,"FAR ROCKAWAY",USA,QUEENS,19811691,40.59870798,-73.75355062,"ST. JOHN'S EPISCOPAL HOSPITAL-SOUTH SHORE",NY,OPEN,"(718) 868-7320","GENERAL ACUTE CARE",-1,http://www.ehs.org,11691,-1,-1,-1,-1
6371,-1,-1,-1,-1,"1900 E. MAIN",221,DANVILLE,USA,VERMILION,2461832,40.12327171,-87.58695313,"VETERANS AFFAIRS ILLIANA HEALTH CARE SYSTEM",IL,OPEN,"(217) 554-3000",MILITARY,-1,http://www.danville.va.gov/,61832,-1,-1,-1,-1
6372,-1,-1,-1,-1,"1801 ASHLEY CIRCLE",211,"BOWLING GREEN",USA,WARREN,2942102,36.96503762,-86.43597977,"TRISTAR GREENVIEW REGIONAL HOSPITAL",KY,OPEN,"(270) 793-1000","GENERAL ACUTE CARE",-1,http://www.greenviewhospital.com,42102,-1,-1,-1,-1
6373,-1,-1,-1,-1,"1035 PORTER PIKE RD",125,"BOWLING GREEN",USA,WARREN,8442103,36.99707201,-86.38313695,"RIVENDELL BEHAVIORAL HEALTH SERVICES",KY,OPEN,"(270) 843-1199",PSYCHIATRIC,-1,http://www.rivendellbehavioral.com,42103,-1,-1,-1,-1
6374,-1,-1,-1,-1,"1650 GRAND CONCOURSE",415,BRONX,USA,BRONX,114210457,40.84349255,-73.91114695,"BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION",NY,OPEN,"(718) 901-8800","GENERAL ACUTE CARE",-1,http://www.bronxcare.org,10457,-1,-1,-1,-1
6375,-1,-1,-1,-1,"1101 NOTT STREET",368,SCHENECTADY,USA,SCHENECTADY,114312308,42.81985762,-73.91731809,"ELLIS HOSPITAL",NY,OPEN,"(518) 243-4000","GENERAL ACUTE CARE",-1,http://www.ellismedicine.org/,12308,-1,-1,-1,-1
6376,-1,-1,-1,-1,"3669 SOUTHWESTERN BLVD",2,"ORCHARD PARK",USA,ERIE,115014127,42.78054509,-78.77257279,"MERCY HOSPITAL - MERCY HOSPITAL ORCHARD PARK DIVISION",NY,OPEN,"(716) 662-0500","GENERAL ACUTE CARE",-1,http://www.chsbuffalo.org/facilities/diagnostic/mercyambulatorycarecenter,14127,-1,-1,-1,-1
6377,-1,-1,-1,-1,"240 HOSPITAL ROAD",90,WHITESBURG,USA,LETCHER,12241858,37.11292722,-82.81252179,"WHITESBURG ARH HOSPITAL",KY,OPEN,"(606) 633-3500","GENERAL ACUTE CARE",-1,http://www.arh.org/whitesburg,41858,-1,-1,-1,-1
6378,-1,-1,-1,-1,"5141 BROADWAY",196,"NEW YORK",USA,"NEW YORK",115610034,40.87327524,-73.91305033,"NEW YORK PRESBYTERIAN HOSPITAL - ALLEN HOSPITAL",NY,OPEN,"(212) 932-4000","GENERAL ACUTE CARE",-1,http://www.nyp.org/allenhospital,10034,-1,-1,-1,-1
6379,-1,-1,-1,-1,"1980 CROMPOND ROAD",128,"CORTLANDT MANOR",USA,WESTCHESTER,115910567,41.29246466,-73.89260099,"NEW YORK-PRESBYTERIAN HUDSON VALLEY HOSPITAL",NY,OPEN,"(914) 737-9000","GENERAL ACUTE CARE",-1,http://www.hvhc.org,10567,-1,-1,-1,-1
6380,-1,-1,-1,-1,"111 CLARA BARTON STREET",67,DANSVILLE,USA,LIVINGSTON,116014437,42.55302525,-77.69777078,"NICHOLAS H NOYES MEMORIAL HOSPITAL",NY,OPEN,"(585) 335-6001","GENERAL ACUTE CARE",-1,http://www.noyes-health.org/,14437,-1,-1,-1,-1
6381,-1,-1,-1,-1,"6511 SPRINGBROOK AVENUE",68,RHINEBECK,USA,DUTCHESS,116112572,41.93547004,-73.91319583,"NORTHERN DUTCHESS HOSPITAL",NY,OPEN,"(845) 871-3001","GENERAL ACUTE CARE",-1,http://www.healthquest.org/rhinebeck/northern-dutchess-hospital.aspx,12572,-1,-1,-1,-1
6382,-1,-1,-1,-1,"74 BUNNER STREET",32,OSWEGO,USA,OSWEGO,116513126,43.448562,-76.48991686,"OSWEGO HOSPITAL - ALVIN L KRAKAU COMM MTL HEALTH CENTER DIV",NY,OPEN,"(315) 349-5526",PSYCHIATRIC,-1,http://www.oswegohealth.org,13126,-1,-1,-1,-1
6383,-1,-1,-1,-1,"1230 YORK AVENUE",40,"NEW YORK",USA,"NEW YORK",116610021,40.76304744,-73.95462317,"ROCKEFELLER UNIVERSITY HOSPITAL",NY,OPEN,"(212) 327-7511","GENERAL ACUTE CARE",-1,https://www.rucares.org/,10021,-1,-1,-1,-1
6384,-1,-1,-1,-1,"800 SCHOOL ST",286,CARROLLTON,USA,GREENE,13562016,39.29680259,-90.41276401,"THOMAS H BOYD MEMORIAL HOSPITAL",IL,OPEN,"(217) 942-6946","CRITICAL ACCESS",-1,www.boydhcs.org/,62016,-1,-1,-1,-1
6385,-1,-1,-1,-1,"3333 W DE YOUNG",92,MARION,USA,WILLIAMSON,9162959,37.74284317,-88.99133558,"MARION HOSPITAL CORPORATION HEARTLAND REGIONAL MEDICAL CENTER",IL,OPEN,"(618) 998-7000","GENERAL ACUTE CARE",-1,http://www.heartlandregional.com,62959,-1,-1,-1,-1
6386,-1,-1,-1,-1,"1000 TENTH AVENUE",514,"NEW YORK",USA,"NEW YORK",118610019,40.76982061,-73.9874019,"MOUNT SINAI WEST",NY,OPEN,"(212) 523-7225","GENERAL ACUTE CARE",-1,http://www.roosevelthospitalnyc.org/index.aspx,10019,-1,-1,-1,-1
6387,-1,-1,-1,-1,"92 BRICK ROAD",46,MARLTON,USA,BURLINGTON,2508053,39.88243807,-74.91813873,"KESSLER INSTITUTE FOR REHABILITATION",NJ,OPEN,"(856) 988-8778",REHABILITATION,-1,http://www.marltonrehab.com,8053,-1,-1,-1,-1
6388,-1,-1,-1,-1,"170 WILLIAM STREET",180,"NEW YORK",USA,"NEW YORK",119310038,40.71051679,-74.00529783,"NEW YORK-PRESBYTERIAN/LOWER MANHATTAN HOSPITAL",NY,OPEN,"(212) 312-5175","GENERAL ACUTE CARE",-1,http://www.nyp.org/lowermanhattan,10038,-1,-1,-1,-1
6389,-1,-1,-1,-1,"785 MAMARONECK AVENUE",150,"WHITE PLAINS",USA,WESTCHESTER,119810605,41.01680868,-73.7515055,"WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL",NY,OPEN,"(914) 948-0050",REHABILITATION,-1,http://www.burke.org/,10605,-1,-1,-1,-1
6390,-1,-1,-1,-1,"1 GUTHRIE DRIVE",65,CORNING,USA,STEUBEN,121114830,42.13535079,-76.96951777,"CORNING HOSPITAL",NY,OPEN,"(607) 937-7200","GENERAL ACUTE CARE",-1,https://www.guthrie.org/location/guthrie-corning-hospital,14830,-1,-1,-1,-1
6391,-1,-1,-1,-1,"2094 ALBANY POST RD",-999,MONTROSE,USA,WESTCHESTER,10510548,41.23701881,-73.92928204,"VA MEDICAL CENTER - MONTROSE CAMPUS",NY,OPEN,"NOT AVAILABLE",MILITARY,-1,http://www.hudsonvalley.va.gov/,10548,-1,-1,-1,-1
6392,-1,-1,-1,-1,"81 LOUDEN AVENUE",124,AMITYVILLE,USA,SUFFOLK,25411701,40.68523661,-73.42114535,"BRUNSWICK HOSPITAL CENTER, INC",NY,OPEN,"(631) 789-7225",PSYCHIATRIC,-1,http://www.brunswickhospitalcenter.org/,11701,-1,-1,-1,-1
6393,-1,-1,-1,-1,"400 MAPLE SUMMIT ROAD",49,JERSEYVILLE,USA,JERSEY,3062052,39.11054067,-90.34288716,"JERSEY COMMUNITY HOSPITAL",IL,OPEN,"(618) 498-6402","GENERAL ACUTE CARE",-1,http://www.jch.org,62052,-1,-1,-1,-1
6394,-1,-1,-1,-1,"251 N FOURTH ST",55,OAKLAND,USA,GARRETT,6321550,39.41344074,-79.40097852,"GARRETT COUNTY MEMORIAL HOSPITAL",MD,OPEN,"(301) 533-4173","GENERAL ACUTE CARE",-1,http://www.gcmh.com,21550,-1,-1,-1,-1
6395,-1,-1,-1,-1,"538 BROADWAY",25,WINNIE,USA,CHAMBERS,57277665,29.81969711,-94.37646869,"WINNIE COMMUNITY HOSPITAL",TX,OPEN,"(409) 296-6000","CRITICAL ACCESS",-1,http://www.winniehospital.com,77665,-1,-1,-1,-1
6396,-1,-1,-1,-1,"608 AVENUE B",25,BALLINGER,USA,RUNNELS,7076821,31.74997292,-99.96290978,"BALLINGER MEMORIAL HOSPITAL",TX,OPEN,"(325) 365-2531","CRITICAL ACCESS",-1,http://www.ballingerhospital.org,76821,-1,-1,-1,-1
6397,-1,-1,-1,-1,"1101 WOODSON DRIVE",25,CALDWELL,USA,BURLESON,9877836,30.52023043,-96.71628683,"CHI ST. JOSEPH HEALTH BURLESON HOSPITAL",TX,OPEN,"(979) 567-3245","CRITICAL ACCESS",-1,http://www.st-joseph.org/,77836,-1,-1,-1,-1
6398,-1,-1,-1,-1,"303 AVE I",21,CHILLICOTHE,USA,HARDEMAN,10679225,34.25475226,-99.51579603,"CHILLICOTHE HOSPITAL",TX,OPEN,"(940) 852-5131","CRITICAL ACCESS",-1,http://www.chillicothehospital.org,79225,-1,-1,-1,-1
6399,-1,-1,-1,-1,"600 AUSTIN ROAD",25,"EAGLE LAKE",USA,COLORADO,16977434,29.58775858,-96.3452847,"RICE MEDICAL CENTER",TX,OPEN,"(979) 234-5571","CRITICAL ACCESS",-1,http://www.ricemedicalcenter.net/,77434,-1,-1,-1,-1
6400,-1,-1,-1,-1,"614 EAKER STREET",16,EDEN,USA,CONCHO,17276837,31.22129266,-99.84811412,"CONCHO COUNTY HOSPITAL",TX,OPEN,"(325) 869-5911","CRITICAL ACCESS",-1,http://www.conchocountyhospital.com,76837,-1,-1,-1,-1
6401,-1,-1,-1,-1,"1307 CLEVELAND STREET",25,FRIONA,USA,PARMER,21679035,34.64427416,-102.7218242,"PARMER MEDICAL CENTER",TX,OPEN,"(806) 250-2754","CRITICAL ACCESS",-1,http://www.parmermedicalcenter.com,79035,-1,-1,-1,-1
6402,-1,-1,-1,-1,"2301 WORTH ST",25,HEMPHILL,USA,SABINE,24575948,31.33380873,-93.86296451,"SABINE COUNTY HOSPITAL",TX,OPEN,"NOT AVAILABLE","CRITICAL ACCESS",-1,http://sabinecountyhospital.com/,75948,-1,-1,-1,-1
6403,-1,-1,-1,-1,"2026 SOUTH JACKSON",25,JACKSONVILLE,USA,CHEROKEE,31275766,31.93852592,-95.24777436,"CHRISTUS MOTHER FRANCES HOSPITAL JACKSONVILLE",TX,OPEN,"(903) 541-4500","CRITICAL ACCESS",-1,https://www.tmfhc.org/maps-and-locations/locations-profile/?id=9,75766,-1,-1,-1,-1
6404,-1,-1,-1,-1,"608 NORTH KEY AVENUE",25,LAMPASAS,USA,LAMPASAS,33676550,31.0721863,-98.1862254,"ADVENTHEALTH ROLLINS BROOK COMMUNITY HOSPITAL",TX,OPEN,"(254) 519-8165","CRITICAL ACCESS",-1,http://www.mplex.org/about-us/rollins-brook,76550,-1,-1,-1,-1
6405,-1,-1,-1,-1,"9000 FRANKLIN SQUARE DR",347,BALTIMORE,USA,BALTIMORE,5021237,39.3507894,-76.47990671,"MEDSTAR FRANKLIN SQUARE MEDICAL CENTER",MD,OPEN,"(443) 777-7850","GENERAL ACUTE CARE",-1,http://www.medstarfranklin.org,21237,-1,-1,-1,-1
6406,-1,-1,-1,-1,"6701 NORTH CHARLES STREET",232,BALTIMORE,USA,BALTIMORE,5121204,39.39085636,-76.62455651,"GREATER BALTIMORE MEDICAL CENTER",MD,OPEN,"(443) 849-2000","GENERAL ACUTE CARE",-1,http://www.gbmc.org,21204,-1,-1,-1,-1
6407,-1,-1,-1,-1,"605 NORTH MAPLE STREET",18,MUENSTER,USA,COOKE,39576252,33.65395734,-97.38032336,"MUENSTER MEMORIAL HOSPITAL",TX,OPEN,"(940) 759-2271","CRITICAL ACCESS",-1,http://muensterhospital.com/,76252,-1,-1,-1,-1
6408,-1,-1,-1,-1,"500 WEST ROMEO B GARRETT AVENUE",50,PEORIA,USA,PEORIA,961605,40.69288862,-89.60072965,"GREATER PEORIA SPECIALTY HOSPITAL LLC - DBA KINDRED HOSPITAL PEORIA",IL,OPEN,"(309) 680-1500","LONG TERM CARE",-1,http://www.khpeoria.com/,61605,-1,-1,-1,-1
6409,-1,-1,-1,-1,"5409 N KNOXVILLE AVE",172,PEORIA,USA,PEORIA,861614,40.75296805,-89.59786556,"PROCTOR COMMUNITY HOSPITAL",IL,OPEN,"(309) 691-1000","GENERAL ACUTE CARE",-1,http://www.proctor.org,61614,-1,-1,-1,-1
6410,-1,-1,-1,-1,"308 HUDSPETH DRIVE",12,SONORA,USA,SUTTON,50476950,30.56340928,-100.6344359,"LILLIAN M. HUDSPETH MEMORIAL HOSPITAL",TX,OPEN,"(325) 387-2521","CRITICAL ACCESS",-1,http://www.sonora-hospital.org,76950,-1,-1,-1,-1
6411,-1,-1,-1,-1,"3435 WEST VAN BUREN STREET",68,CHICAGO,USA,COOK,2060624,41.87494489,-87.71227205,"RML HEALTH PROVIDERS LIMITED PARTNERSHIP - DBA RML CHICAGO",IL,OPEN,"(773) 826-6400","LONG TERM CARE",-1,http://www.rmlspecialtyhospital.org,60624,-1,-1,-1,-1
6412,-1,-1,-1,-1,"2211 NORTH OAK PARK AVENUE",36,CHICAGO,USA,COOK,2460635,41.91983804,-87.79342252,"SHRINERS HOSPITAL FOR CHILDREN - CHICAGO",IL,OPEN,"(773) 622-5400",CHILDREN,-1,"http://www.shrinershospitalsforchildren.org/hospitals/locations/chic ago.aspx",60707,-1,-1,-1,-1
6413,-1,-1,-1,-1,"365 EAST NORTH AVENUE",94,NORTHLAKE,USA,COOK,2960164,41.90690379,-87.89058977,"KINDRED HOSPITAL - CHICAGO",IL,OPEN,"(708) 345-8100","LONG TERM CARE",-1,http://www.kindrednorthlake.com/,60164,-1,-1,-1,-1
6414,-1,-1,-1,-1,"6501 S PROMONTORY DR",49,CHICAGO,USA,COOK,1360649,41.77729334,-87.57131243,"LARABIDA CHILDREN'S HOSPITAL",IL,OPEN,"(773) 363-6700",CHILDREN,-1,http://www.larabida.org/,60649,-1,-1,-1,-1
6415,-1,-1,-1,-1,"20201 S CRAWFORD AVENUE",398,"OLYMPIA FIELDS",USA,COOK,8360461,41.52310929,-87.71135017,"FRANCISCAN ALLIANCE INC FRANCISCAN HEALTH-OLYMPIA FALLS",IL,OPEN,"(708) 747-4000","GENERAL ACUTE CARE",-1,http://www.stjameshhc.org,60461,-1,-1,-1,-1
6416,-1,-1,-1,-1,"ONE INGALLS DRIVE",344,HARVEY,USA,COOK,9660426,41.60737997,-87.65941817,"INGALLS MEMORIAL HOSPITAL",IL,OPEN,"(708) 333-2300","GENERAL ACUTE CARE",-1,http://www.ingallshealthsystem.org,60426,-1,-1,-1,-1
6417,-1,-1,-1,-1,"1225 LAKE ST",181,"MELROSE PARK",USA,COOK,11460160,41.89296012,-87.84849498,"PIPELINE WESTLAKE HOSPITAL LLC DBA WESTLAKE COMMUNITY HOSPITAL",IL,OPEN,"(708) 938-7201","GENERAL ACUTE CARE",-1,https://www.westlakehosp.com/home,60160,-1,-1,-1,-1
6418,-1,-1,-1,-1,"ONE KISH HOSPITAL DRIVE",98,DEKALB,USA,DEKALB,12460115,41.96139621,-88.72289155,"KISHWAUKEE COMMUNITY HOSPITAL",IL,OPEN,"(815) 756-1521","GENERAL ACUTE CARE",-1,http://www.kishhospital.org,60115,-1,-1,-1,-1
6419,-1,-1,-1,-1,"1140 LEXINGTON ROAD",75,GEORGETOWN,USA,SCOTT,2840324,38.18651851,-84.56091079,"GEORGETOWN COMMUNITY HOSPITAL",KY,OPEN,"(502) 868-1100","GENERAL ACUTE CARE",-1,http://www.georgetowncommunityhospital.com,40324,-1,-1,-1,-1
6420,-1,-1,-1,-1,"1 MEDICAL VILLAGE DR.",518,EDGEWOOD,USA,KENTON,9941017,39.01317816,-84.56278972,"ST. ELIZABETH EDGEWOOD",KY,OPEN,"(859) 344-2000","GENERAL ACUTE CARE",-1,http://www.stelizabeth.com,41017,-1,-1,-1,-1
6421,-1,-1,-1,-1,"HOMESTEAD AVENUE",172,WHEELING,USA,OHIO,5726003,40.07988622,-80.69399837,"PETERSON REHABILITATION HOSPITAL",WV,OPEN,"(304) 234-0500",REHABILITATION,-1,http://weat.com/site6/,26003,-1,-1,-1,-1
6422,-1,-1,-1,-1,"1400 HOSPITAL DRIVE",70,HURRICANE,USA,PUTNAM,2025526,38.45168556,-81.95210286,"CAMC TEAYS VALLEY HOSPITAL",WV,OPEN,"(304) 757-1700","GENERAL ACUTE CARE",-1,http://www.camc.org,25526,-1,-1,-1,-1
6423,-1,-1,-1,-1,"2201 LEXINGTON AVE",455,ASHLAND,USA,BOYD,4541101,38.46994141,-82.63451633,"KINGS DAUGHTERS MEDICAL CENTER",KY,OPEN,"(606) 327-4401","GENERAL ACUTE CARE",-1,http://www.kdmc.com,41101,-1,-1,-1,-1
6424,-1,-1,-1,-1,"1530 NORWAY AVENUE",90,HUNTINGTON,USA,CABELL,925709,38.41276559,-82.41330097,"MILDRED MITCHELL-BATEMAN HOSPITAL",WV,OPEN,"(304) 525-7801",PSYCHIATRIC,-1,http://www.batemanhospital.org,25709,-1,-1,-1,-1
6425,-1,-1,-1,-1,"3 WESTERN HILLS DRIVE",50,PARKERSBURG,USA,WOOD,5626105,39.30559096,-81.53435122,"ENCOMPASS HEALTH REHAB HOSPITAL OF PARKERSBURG",WV,OPEN,"(304) 420-1300",REHABILITATION,-1,http://www.healthsouthwesternhills.com,26105,-1,-1,-1,-1
6426,-1,-1,-1,-1,"9 LINVILLE DRIVE",58,PARIS,USA,BOURBON,540361,38.22119391,-84.23835241,"BOURBON COMMUNITY HOSPITAL",KY,OPEN,"(859) 987-1000","GENERAL ACUTE CARE",-1,http://www.bourbonhospital.com,40361,-1,-1,-1,-1
6427,-1,-1,-1,-1,"5940 MERCHANT STREET",40,FLORENCE,USA,BOONE,2741042,39.0080404,-84.65513922,"GATEWAY REHABILITATION HOSPITAL AT FLORENCE",KY,OPEN,"(859) 426-2400",REHABILITATION,-1,http://www.gatewayflorence.com/,41042,-1,-1,-1,-1
6428,-1,-1,-1,-1,"4500 MEMORIAL DRIVE",345,BELLEVILLE,USA,"ST. CLAIR",9262226,38.54981849,-90.02161656,"MEMORIAL HOSPITAL",IL,OPEN,"(618) 233-7750","GENERAL ACUTE CARE",-1,http://www.memhosp.com,62226,-1,-1,-1,-1
6429,-1,-1,-1,-1,"1045 WEST STEPHENSON STREET",100,FREEPORT,USA,STEPHENSON,7761032,42.29577656,-89.63834584,"FHN MEMORIAL HOSPITAL",IL,OPEN,"(815) 235-4131","GENERAL ACUTE CARE",-1,http://www.fhn.org,61032,-1,-1,-1,-1
6430,-1,-1,-1,-1,"1 VA CENTER",-999,AUGUSTA,USA,KENNEBEC,173204330,44.28046208,-69.70435212,"VA MAINE HEALTHCARE SYSTEM TOGUS",ME,OPEN,"(877) 421-8263",MILITARY,-1,https://www.maine.va.gov/,4330,-1,-1,-1,-1
6431,-1,-1,-1,-1,"600 SOUTH 13TH STREET",125,PEKIN,USA,TAZEWELL,6061554,40.5631286,-89.63247285,"PEKIN MEMORIAL HOSPITAL",IL,OPEN,"(309) 347-1151","GENERAL ACUTE CARE",-1,http://www.pekinhospital.org,61554,-1,-1,-1,-1
6432,-1,-1,-1,-1,"803 POPLAR STREET",152,MURRAY,USA,CALLOWAY,6442071,36.60688891,-88.3099939,"MURRAY CALLOWAY COUNTY HOSPITAL",KY,OPEN,"(270) 762-1100","GENERAL ACUTE CARE",-1,http://www.murrayhospital.org,42071,-1,-1,-1,-1
6433,-1,-1,-1,-1,"4305 NEW SHEPHERDSVILLE ROAD",40,BARDSTOWN,USA,NELSON,2240004,37.86165102,-85.52378583,"FLAGET MEMORIAL HOSPITAL",KY,OPEN,"(502) 350-5000","GENERAL ACUTE CARE",-1,http://www.flaget.com,40004,-1,-1,-1,-1
6434,-1,-1,-1,-1,"476 LIBERTY ROAD",25,"WEST LIBERTY",USA,MORGAN,6241472,37.92003314,-83.26557551,"MORGAN COUNTY ARH HOSPITAL",KY,OPEN,"(606) 743-3186","CRITICAL ACCESS",-1,http://www.arh.org,41472,-1,-1,-1,-1
6435,-1,-1,-1,-1,"1407 NORTH ROBINSON AVENUE",93,"OKLAHOMA CITY",USA,OKLAHOMA,1473103,35.48280596,-97.51627313,"CURAHEALTH OKLAHOMA CITY",OK,OPEN,"(405) 232-8000","GENERAL ACUTE CARE",-1,http://curahealth.com/our-hospitals/oklahomacity-2/,73103,-1,-1,-1,-1
6436,-1,-1,-1,-1,"8210 NATIONAL AVENUE",31,"MIDWEST CITY",USA,OKLAHOMA,8573110,35.46693029,-97.38682921,"INSPIRE SPECIALTY HOSPITAL",OK,OPEN,"(405) 739-0800","LONG TERM CARE",-1,http://www.encore-healthcare.com/specialty_midwest/index.aspx,73110,-1,-1,-1,-1
6437,-1,-1,-1,-1,"3701 EAST MAIN STREET",25,WEATHERFORD,USA,CUSTER,13273096,35.53927687,-98.66230163,"WEATHERFORD REGIONAL HOSPITAL",OK,OPEN,"(580) 772-5551","CRITICAL ACCESS",-1,http://www.weatherfordhospital.com,73096,-1,-1,-1,-1
6438,-1,-1,-1,-1,"200 SECOND STREET SW",117,MIAMI,USA,OTTAWA,3574354,36.87267047,-94.88017941,"INTEGRIS MIAMI HOSPITAL",OK,OPEN,"(918) 542-6611","GENERAL ACUTE CARE",-1,http://www.integris-health.com,74354,-1,-1,-1,-1
6439,-1,-1,-1,-1,"1401 WEST PAWNEE STREET",14,CLEVELAND,USA,PAWNEE,10574020,36.30932452,-96.48174236,"CLEVELAND AREA HOSPITAL",OK,OPEN,"(918) 358-2501","CRITICAL ACCESS",-1,http://www.clevelandareahospital.com,74020,-1,-1,-1,-1
6440,-1,-1,-1,-1,"40 HOSPITAL ROAD",15,FAIRFAX,USA,OSAGE,10874637,36.56332062,-96.70703409,"FAIRFAX COMMUNITY HOSPITAL",OK,OPEN,"(918) 642-3291","CRITICAL ACCESS",-1,http://www.hmccah.com,74637,-1,-1,-1,-1
6441,-1,-1,-1,-1,"100 SOUTH ELLIS STREET",25,"BOISE CITY",USA,CIMARRON,10773933,36.72867274,-102.5180648,"CIMARRON MEMORIAL HOSPITAL",OK,OPEN,"(580) 544-2501","CRITICAL ACCESS",-1,http://www.cimarronmemorialhospital.org,73933,-1,-1,-1,-1
6442,-1,-1,-1,-1,"306 PRAIRIE AVENUE SOUTHWEST",6,"DE SMET",USA,KINGSBURY,2557231,44.3859458,-97.56129715,"AVERA DE SMET MEMORIAL HOSPITAL",SD,OPEN,"(605) 854-3329","CRITICAL ACCESS",-1,http://www.avera.org/,57231,-1,-1,-1,-1
6443,-1,-1,-1,-1,"949 HARMON STREET",25,STURGIS,USA,MEADE,3957785,44.40227207,-103.5070253,"STURGIS REGIONAL HOSPITAL",SD,OPEN,"(605) 720-2400","CRITICAL ACCESS",-1,"http://www.regionalhealth.com/our-locations/regional- hospitals/sturgis-regional-hospital.aspx",57785,-1,-1,-1,-1
6444,-1,-1,-1,-1,"600 N COLLEGE AVENUE",61,GENESEO,USA,HENRY,15161254,41.46031479,-90.15767685,"HAMMOND HENRY HOSPITAL",IL,OPEN,"(309) 944-6431","CRITICAL ACCESS",-1,http://www.hammondhenry.com,61254,-1,-1,-1,-1
6445,-1,-1,-1,-1,"1000 NORTH ALLEN STREET",63,ROBINSON,USA,CRAWFORD,17562454,39.01454146,-87.75041677,"CRAWFORD MEMORIAL HOSPITAL",IL,OPEN,"(618) 546-2514","CRITICAL ACCESS",-1,http://www.crawfordmh.org,62454,-1,-1,-1,-1
6446,-1,-1,-1,-1,"325 SPRING STREET",140,"RED BUD",USA,RANDOLPH,18062278,38.20903721,-89.99685305,"RED BUD ILLINOIS CO LLC DBA RED BUD REGIONAL HOSPITAL",IL,OPEN,"(618) 282-3831","CRITICAL ACCESS",-1,http://www.redbudhospital.com,62278,-1,-1,-1,-1
6447,-1,-1,-1,-1,"201 EAST PLEASANT STREET",45,TAYLORVILLE,USA,CHRISTIAN,17162568,39.55532537,-89.29425954,"TAYLORVILLE MEMORIAL HOSPITAL",IL,OPEN,"(217) 824-3331","CRITICAL ACCESS",-1,http://www.taylorvillememorial.org,62568,-1,-1,-1,-1
6448,-1,-1,-1,-1,"1201 RICKER DRIVE",22,SALEM,USA,MARION,17762881,38.64147989,-88.94855005,"SALEM TOWNSHIP HOSPITAL",IL,OPEN,"(618) 548-3194","CRITICAL ACCESS",-1,http://www.sthcares.org,62881,-1,-1,-1,-1
6449,-1,-1,-1,-1,"3200 PROVIDENCE DRIVE",371,ANCHORAGE,USA,ANCHORAGE,1099508,61.18876288,-149.8199587,"PROVIDENCE ALASKA MEDICAL CENTER",AK,OPEN,"(907) 562-2211","GENERAL ACUTE CARE",-1,www.providence.org/alaska/default.htm,99508,-1,-1,-1,-1
6450,-1,-1,-1,-1,"2002 EAST ROBINSON",36,NORMAN,USA,CLEVELAND,14773071,35.2320812,-97.40737758,"J. D. MCCARTY CENTER FOR CHILDREN WITH DEVELOPMENTAL DISABILITIES",OK,OPEN,"(405) 307-2800",REHABILITATION,-1,http://www.jdmc.org,73071,-1,-1,-1,-1
6451,-1,-1,-1,-1,"2801 DEBARR ROAD",132,ANCHORAGE,USA,ANCHORAGE,899508,61.21073914,-149.8289882,"ALASKA REGIONAL HOSPITAL",AK,OPEN,"(907) 276-1131","GENERAL ACUTE CARE",-1,http://www.alaskaregional.com/,99508,-1,-1,-1,-1
6452,-1,-1,-1,-1,"4300 BARTLETT STREET",50,HOMER,USA,"KENAI PENINSULA",399603,59.65247012,-151.5501298,"SOUTH PENINSULA HOSPITAL",AK,OPEN,"(907) 235-8101","CRITICAL ACCESS",-1,http://www.sphosp.com/,99603,-1,-1,-1,-1
6453,-1,-1,-1,-1,"209 MOLLER AVENUE",27,SITKA,USA,SITKA,1899835,57.05976133,-135.346935,"SITKA COMMUNITY HOSPITAL",AK,OPEN,"(907) 747-3241","GENERAL ACUTE CARE",-1,www.sitkahospital.org,99835,-1,-1,-1,-1
6454,-1,-1,-1,-1,"103 FRAM ST.",27,PETERSBURG,USA,WRANGELL-PETERSBURG,2599833,56.81288408,-132.9552051,"PETERSBURG MEDICAL CENTER",AK,OPEN,"(907) 772-4291","GENERAL ACUTE CARE",-1,http://www.pmc-health.com/,99833,-1,-1,-1,-1
6455,-1,-1,-1,-1,"315 S MANNING BLVD",442,ALBANY,USA,ALBANY,112208,42.65596772,-73.80365597,"ST. PETER'S HOSPITAL",NY,OPEN,"(518) 454-1550","GENERAL ACUTE CARE",-1,http://www.sphcs.org,12208,-1,-1,-1,-1
6456,-1,-1,-1,-1,"140 W MAIN ST",6,CUBA,USA,ALLEGANY,214727,42.21292247,-78.28786338,"CUBA MEMORIAL HOSPITAL",NY,OPEN,"(585) 968-2000","CRITICAL ACCESS",-1,http://www.cubamemorialhospital.com,14727,-1,-1,-1,-1
6457,-1,-1,-1,-1,"1030 JEFFERSON AVENUE",280,MEMPHIS,USA,SHELBY,16538104,35.14352075,-90.02634368,"MEMPHIS VETERANS AFFAIRS MEDICAL CENTER",TN,OPEN,"(901) 523-8990",MILITARY,-1,http://www.memphis.va.gov/,38104,-1,-1,-1,-1
