fid,address,alt_name,beds,city,country,county,countyfips,helipad,id,latitude,longitude,naics_code,naics_desc,name,owner,population,source,sourcedate,st_fips,state,status,telephone,trauma,type,val_date,val_method,website,zip
8054,"401 NORTH BROADWAY STREET","ELMWOOD HEALTHCARE CENTER AT THE SPRINGS",176,"GREEN SPRINGS",USA,SANDUSKY,39147,Y,122744836,41.26263275,-83.05312277,622310,"SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS","EDEN SPRINGS HEALTHCARE LLC",PROPRIETARY,176,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,"4/27/2020 0:00",39,OH,OPEN,"(419) 639-2626","NOT AVAILABLE","LONG TERM CARE","3/10/2015 0:00",IMAGERY,http://www.homesofedenhc.com/eden-springs-health-care/,44836
8055,"310 ELLIS STREET","LEAKE MEMORIAL HOSPITAL",25,CARTHAGE,USA,LEAKE,28079,Y,5139051,32.739439,-89.517516,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","BAPTIST MEDICAL CENTER LEAKE",NON-PROFIT,25,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,"8/9/2019 0:00",28,MS,OPEN,"(601) 267-1100","LEVEL IV","CRITICAL ACCESS","4/29/2020 0:00",IMAGERY,http://www.mbhs.com/locations/baptist-medical-center-leake/,39051
8056,"765 W NASA BLVD","NOT AVAILABLE",60,MELBOURNE,USA,BREVARD,12009,N,19732901,28.092831,-80.63241,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KINDRED HOSPITAL MELBOURNE",PROPRIETARY,60,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(321) 733-5725","NOT AVAILABLE","LONG TERM CARE","2/10/2014 0:00",IMAGERY,http://www.khmelbourne.com,32901
8057,"1051 NOELL LANE","NOT AVAILABLE",50,"ROCKY MOUNT",USA,NASH,37127,N,9127804,35.975103,-77.818865,622310,"SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS","LIFECARE HOSPITALS OF NORTH CAROLINA",PROPRIETARY,50,https://www2.ncdhhs.gov/dhsr/reports.htm,"8/10/2019 0:00",37,NC,OPEN,"(252) 451-2300","NOT AVAILABLE","LONG TERM CARE","2/10/2014 0:00",IMAGERY,http://www.lifecare-hospitals.com,27804
8058,"316 NORTH BROAD STREET","NOT AVAILABLE",56,WINDER,USA,BARROW,13013,Y,3730680,34.008053,-83.707254,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","NORTHEAST GEORGIA MEDICAL CENTER BARROW",PROPRIETARY,56,http://www.gamap2care.info/,"8/9/2019 0:00",13,GA,OPEN,"NOT AVAILABLE","NOT AVAILABLE","GENERAL ACUTE CARE","10/15/2013 0:00",IMAGERY,http://www.barrowregional.com,30680
8059,"2450 VINSON HIGHWAY","REGIONAL PSYCHIATRIC DIVISION - CENTRAL STATE",225,MILLEDGEVILLE,USA,BALDWIN,13009,Y,19631601,33.029681,-83.203857,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","CENTRAL STATE HOSPITAL PSYCHIATRIC","GOVERNMENT - STATE",200,http://www.gamap2care.info/,"8/9/2019 0:00",13,GA,OPEN,"(478) 445-8145","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://dbhdd.georgia.gov/central-state-hospital-milledgeville,31062
8060,"807 SOUTH ISABELLA STREET","NOT AVAILABLE",25,SYLVESTER,USA,WORTH,13321,Y,5931791,31.5117226,-83.84015579,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","PHOEBE WORTH MEDICAL CENTER",NON-PROFIT,25,http://www.gamap2care.info/,"8/9/2019 0:00",13,GA,OPEN,"(229) 776-6961","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.phoebeputney.com/phoebecontentpage.aspx?nd=1483,31791
8061,"3015 VETERANS PKWY SOUTH","NOT AVAILABLE",69,MOULTRIE,USA,COLQUITT,13071,N,13731768,31.127625,-83.770096,622310,"SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS","TURNING POINT HOSPITAL",PROPRIETARY,59,http://www.gamap2care.info/,"8/9/2019 0:00",13,GA,OPEN,"NOT AVAILABLE","NOT AVAILABLE",SPECIAL,"10/14/2013 0:00",IMAGERY,http://www.turningpointcare.com,31768
8062,"91 BEEHIVE CIR","NOT AVAILABLE",42,"SAINT CLOUD",USA,OSCEOLA,12097,N,178234769,28.260087,-81.314139,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","BLACKBERRY CENTER",PROPRIETARY,42,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(321) 805-5090","NOT AVAILABLE",PSYCHIATRIC,"5/9/2019 0:00",IMAGERY,www.blackberrycenter.com,34769
8063,"240 HOSPITAL DR NE","NOT AVAILABLE",74,BOLIVIA,USA,BRUNSWICK,37019,Y,128,34.03117,-78.26088,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","NOT AVAILABLE",74,https://www2.ncdhhs.gov/dhsr/reports.htm,"8/10/2019 0:00",37,NC,OPEN,"(910) 721-1700","NOT AVAILABLE","GENERAL ACUTE CARE","5/23/2015 0:00",IMAGERY/OTHER,http://local.elitehearingnetwork.com/bolivia-nc-hearing-center.html,28422
8064,"4566 SOUTH EASON BOULEVARD","NOT AVAILABLE",-999,TUPELO,USA,LEE,28081,N,188838801,34.232067,-88.71687,622310,"MATERNITY HOSPITALS","NMMC WOMEN'S HOSPITAL",NON-PROFIT,-999,https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf,"8/9/2019 0:00",28,MS,OPEN,"(662) 377-3000","NOT AVAILABLE",WOMEN,"5/4/2020 0:00",IMAGERY/OTHER,https://www.nmhs.net/locations/profile/nmmc-womens-hospital/?searchid=a776ec61-218e-ea11-a82c-000d3a61151d&sort=15,38801
8065,"1201 N 37TH AVE","NOT AVAILABLE",50,HOLLYWOOD,USA,BROWARD,12011,Y,17333021,26.021158,-80.180501,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES",PROPRIETARY,50,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(954) 962-1355","NOT AVAILABLE",PSYCHIATRIC,"3/12/2014 0:00",IMAGERY,http://www.larkinbehavioral.com/,33021
8066,"100 HOSPITAL DRIVE","NOT AVAILABLE",103,HENDERSONVILLE,USA,HENDERSON,37089,N,1728732,35.3900433,-82.48819301,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ADVENTHEALTH HENDERSONVILLE",NON-PROFIT,103,https://www2.ncdhhs.gov/dhsr/reports.htm,"8/10/2019 0:00",37,NC,OPEN,"(828) 684-8501","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.parkridgehealth.org,28732
8067,"1106 COLEGATE DRIVE","NOT AVAILABLE",25,MARIETTA,USA,WASHINGTON,39167,N,1545750,39.44009096,-81.44401173,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SELBY GENERAL HOSPITAL",NON-PROFIT,25,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,"4/27/2020 0:00",39,OH,OPEN,"(740) 568-2040","NOT AVAILABLE","CRITICAL ACCESS","3/12/2014 0:00",IMAGERY,http://www.selbygeneral.org,45750
8068,"11361 NORTH 99TH AVENUE","NOT AVAILABLE",16,PEORIA,USA,MARICOPA,4013,N,188985345,33.58703179,-112.2712947,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","RECOVERY INNOVATIONS, INC.","NOT AVAILABLE",-999,http://www.azdhs.gov/als/databases/,"9/17/2019 0:00",4,AZ,OPEN,"(602) 650-1212","NOT AVAILABLE",PSYCHIATRIC,"5/5/2020 0:00",IMAGERY/OTHER,"NOT AVAILABLE",85345
8069,"1220 3RD AVE W, PO BOX 224","NOT AVAILABLE",25,DURAND,USA,PEPIN,55091,Y,9854736,44.62050754,-91.96233292,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ADVENTHEALTH DURAND",NON-PROFIT,25,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(715) 672-4211","LEVEL IV","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY,http://www.chippewavalleyhospital.com/,54736
8070,"265 GRIFFIN STREET EAST","NOT AVAILABLE",25,AMERY,USA,POLK,55095,Y,10054001,45.2968281,-92.36091583,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","AMERY HOSPITAL AND CLINIC",NON-PROFIT,25,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(715) 268-0300","LEVEL IV","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY,http://www.amerymedicalcenter.org,54001
8071,"1650 BRAGAW STREET","NOT AVAILABLE",36,ANCHORAGE,USA,ANCHORAGE,2020,N,4699508,61.20563044,-149.8097583,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","NORTH STAR HOSPITAL - BRAGAW CAMPUS",PROPRIETARY,-999,http://dhss.alaska.gov/dph/healthplanning/pages/safetynetdirectory.aspx,"8/9/2019 0:00",2,AK,OPEN,"(907) 258-7575","NOT AVAILABLE",PSYCHIATRIC,"3/28/2016 0:00",IMAGERY,www.northstarbehavioral.com,99508
8072,"3260 HOSPITAL DRIVE","NOT AVAILABLE",73,JUNEAU,USA,JUNEAU,2110,Y,1799801,58.32907951,-134.4651526,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","BARTLETT REGIONAL HOSPITAL","GOVERNMENT - FEDERAL",-999,http://dhss.alaska.gov/dph/healthplanning/pages/safetynetdirectory.aspx,"8/9/2019 0:00",2,AK,OPEN,"(907) 796-8900","LEVEL IV","CRITICAL ACCESS","4/23/2015 0:00",IMAGERY/OTHER,http://www.bartletthospital.org,99801
8073,"830 COUNTY RD","NOT AVAILABLE",16,BOURNE,USA,BARNSTABLE,25001,N,10702559,41.68839954,-70.6023851,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER","GOVERNMENT - STATE",-999,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,"8/16/2019 0:00",25,MA,OPEN,"(508) 563-2276","NOT AVAILABLE",PSYCHIATRIC,"8/1/2016 0:00",IMAGERY/OTHER,"NOT AVAILABLE",2559
8074,"85 EAST NEWTON ST","NOT AVAILABLE",60,BOSTON,USA,SUFFOLK,25025,N,10102118,42.33626713,-71.07069042,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER","GOVERNMENT - STATE",-999,http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/,"8/16/2019 0:00",25,MA,OPEN,"(617) 266-8800","NOT AVAILABLE",PSYCHIATRIC,"8/1/2016 0:00",IMAGERY/OTHER,http://www.mass.gov/eohhs/provider/guidelines-resources/clinical-treatment/mental-health/dmh-offices/metro-southeast-boston-office.html,2118
8075,"600 EAST 5TH","NOT AVAILABLE",38,FULTON,USA,CALLAWAY,29027,N,3165251,38.84713525,-91.93786546,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","FULTON STATE HOSPITAL","GOVERNMENT - STATE",-999,http://health.mo.gov/safety/healthservregs/directories.php,"8/9/2019 0:00",29,MO,OPEN,"(573) 592-4100","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY/OTHER,https://dmh.mo.gov/fulton/,65251
8076,"ONE HOSPITAL DRIVE","NOT AVAILABLE",530,COLUMBIA,USA,BOONE,29019,Y,5065212,38.93838366,-92.32817811,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","UNIVERSITY OF MISSOURI HEALTH CARE","GOVERNMENT - STATE",-999,http://health.mo.gov/safety/healthservregs/directories.php,"8/9/2019 0:00",29,MO,OPEN,"(573) 882-4141","LEVEL I","GENERAL ACUTE CARE","3/12/2014 0:00",IMAGERY/OTHER,http://www.muhealth.org,65212
8077,"230 DERONDA STREET","NOT AVAILABLE",10,AMERY,USA,POLK,55095,N,10154001,45.30244842,-92.36616471,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","ARMC BEHAVIORAL HEALTH CENTER",NON-PROFIT,10,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(715) 268-0060","NOT AVAILABLE",PSYCHIATRIC,"5/5/2020 0:00",IMAGERY,http://www.amerymedicalcenter.org,54001
8078,"9455 CLAIREMONT MESA BLVD","NOT AVAILABLE",253,"SAN DIEGO",USA,"SAN DIEGO",6073,N,192092123,32.83031789,-117.1252232,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KAISER FOUNDATION HOSPITAL - SAN DIEGO - CLAIREMONT MESA","NOT AVAILABLE",-999,http://www.oshpd.ca.gov/hid/facility-listing.html,"8/2/2019 0:00",6,CA,OPEN,"(858) 266-5000","NOT AVAILABLE","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY/OTHER,https://thrive.kaiserpermanente.org/care-near-you/southern-california/san-diego/locations/kaiser-permanente-san-diego-medical-center/,92123
8079,"11820 DESTINATION DRIVE","NOT AVAILABLE",40,BROOMFIELD,USA,JEFFERSON,8014,N,189480021,39.91052257,-105.091519,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","UCHEALTH BROOMFIELD HOSPITAL",NON-PROFIT,-999,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?ftype=hospital&do=list,"8/2/2019 0:00",8,CO,OPEN,"(303) 460-6000","NOT AVAILABLE","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY/OTHER,https://www.uchealth.org/locations/uchealth-broomfield-hospital/,80021
8080,"100 PIONEERS MEDICAL CENTER DR","NOT AVAILABLE",10,MEEKER,USA,"RIO BLANCO",8103,Y,186281641,40.04640332,-107.8812634,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","PIONEERS MEDICAL CENTER","GOVERNMENT - DISTRICT/AUTHORITY",-999,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?ftype=hospital&do=list,"8/2/2019 0:00",8,CO,OPEN,"(970) 878-5047","LEVEL IV","CRITICAL ACCESS","5/5/2020 0:00",IMAGERY/OTHER,https://www.pioneershospital.org/,81641
8081,"5757 N DIXIE HIGHWAY","NOT AVAILABLE",182,"OAKLAND PARK",USA,BROWARD,12011,N,183933334,26.19777462,-80.13315165,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","FORT LAUDERDALE BEHAVIORAL HEALTH CENTER",PROPRIETARY,-999,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"9/18/2019 0:00",12,FL,OPEN,"(954) 463-4321","NOT AVAILABLE",PSYCHIATRIC,"5/5/2020 0:00",IMAGERY/OTHER,https://ftlauderdalebehavioral.com/,33334
8082,"8199 E 1ST AVE","NOT AVAILABLE",72,DENVER,USA,ARAPAHOE,8031,N,186080230,39.72322112,-104.8920187,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","EATING RECOVERY CENTER",PROPRIETARY,-999,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?ftype=hospital&do=list,"8/2/2019 0:00",8,CO,OPEN,"(303) 825-8584","NOT AVAILABLE",PSYCHIATRIC,"5/5/2020 0:00",IMAGERY/OTHER,https://www.eatingrecoverycenter.com/recovery-centers/denver?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,80230
8083,"2355 TRUMAN SCARBOROUGH WAY","NOT AVAILABLE",74,TITUSVILLE,USA,BREVARD,12009,N,193632796,28.64035396,-80.83000754,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","PALM POINT BEHAVIORAL HEALTH",PROPRIETARY,-999,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"9/18/2019 0:00",12,FL,OPEN,"(321) 603-6550","NOT AVAILABLE",PSYCHIATRIC,"5/5/2020 0:00",IMAGERY/OTHER,www.palmpointbehavioral.com,32796
8084,"250 N WICKHAM RD","NOT AVAILABLE",119,MELBOURNE,USA,BREVARD,12009,N,43932935,28.10931987,-80.67482367,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","MELBOURNE REGIONAL MEDICAL CENTER",PROPRIETARY,119,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(321) 752-1200","NOT AVAILABLE","GENERAL ACUTE CARE","11/7/2013 0:00",IMAGERY,https://www.melbourneregional.org/,32935
8085,"1320 WISCONSIN AVE","NOT AVAILABLE",239,RACINE,USA,RACINE,55101,N,10753403,42.71587563,-87.78420337,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ASCENSION-ALL SAINTS",NON-PROFIT,239,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(262) 687-2011","NOT AVAILABLE","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY,http://www.allsaintshealth.com,53403
8086,"3801 SPRING ST","NOT AVAILABLE",314,RACINE,USA,RACINE,55101,Y,10853405,42.73165045,-87.82650281,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ASCENSION - ALL SAINTS",NON-PROFIT,314,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(262) 687-4011","LEVEL III","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY,http://www.allsaintshealth.com,53405
8087,"614 MEMORIAL DR","NOT AVAILABLE",25,CHILTON,USA,CALUMET,55015,Y,953014,44.02537515,-88.15319092,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ASCENSION CALUMET HOSPITAL",NON-PROFIT,25,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(920) 849-2386","LEVEL IV","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY,http://www.affinityhealth.org,53014
8088,"2323 N LAKE DR","NOT AVAILABLE",432,MILWAUKEE,USA,MILWAUKEE,55079,Y,7653211,43.06116329,-87.88009033,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ASCENSION COLUMBIA ST MARYS HOSPITAL MILWAUKEE",NON-PROFIT,422,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(414) 291-1210","LEVEL IV","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY,http://www.columbia-stmarys.org,53211
8089,"13111 N PORT WASHINGTON RD","NOT AVAILABLE",182,MEQUON,USA,OZAUKEE,55089,Y,151453097,43.25597939,-87.92621656,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ASCENSION COLUMBIA ST MARYS HOSPITAL OZAUKEE",NON-PROFIT,182,https://www.dhs.wisconsin.gov/guide/hospital.htm,"8/13/2019 0:00",55,WI,OPEN,"(262) 243-7300","NOT AVAILABLE","GENERAL ACUTE CARE","5/5/2020 0:00",IMAGERY/OTHER,"NOT AVAILABLE",53097
8090,"287 WEST ST","NOT AVAILABLE",125,"ROCKY HILL",USA,HARTFORD,9003,N,3806067,41.65674059,-72.65651214,622310,"CHRONIC DISEASE HOSPITALS","SGT. JOHN L. LEVITOW VETERAN'S HEALTH CENTER","GOVERNMENT - STATE",-999,https://www.elicense.ct.gov/lookup/generateroster.aspx,"8/13/2019 0:00",9,CT,OPEN,"(860) 616-3600","NOT AVAILABLE","CHRONIC DISEASE","3/31/2016 0:00",IMAGERY/OTHER,http://www.ct.gov/ctva/cwp/view.asp?a=2005&q=482380,6067
8091,"490 BLUE HILLS AVE","NOT AVAILABLE",60,HARTFORD,USA,HARTFORD,9003,N,3606112,41.80002111,-72.69393602,622310,"CHRONIC DISEASE HOSPITALS","MOUNT SINAI REHABILITATION HOSPITAL",NON-PROFIT,-999,https://www.elicense.ct.gov/lookup/generateroster.aspx,"8/13/2019 0:00",9,CT,OPEN,"(860) 714-3500","NOT AVAILABLE","CHRONIC DISEASE","3/31/2016 0:00",IMAGERY/OTHER,http://www.stfranciscare.org/,6112
8092,"13515 LAKE TERRACE LANE","NOT AVAILABLE",53,TAMPA,USA,HILLSBOROUGH,12057,N,4133637,28.07039609,-82.35733765,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","JAMES A. HALEY VETERANS' HOSPITAL PRIMARY CARE ANNEX","GOVERNMENT - FEDERAL",-999,https://www.va.gov/directory/guide/allstate.asp,"9/26/2019 0:00",12,FL,OPEN,"(813) 998-8000","NOT AVAILABLE",MILITARY,"5/18/2015 0:00",IMAGERY/OTHER,http://www.va.gov/directory/guide/facility.asp?id=6374&dnum=1,33637
8093,"2121 LAKE AVE","NOT AVAILABLE",26,"FORT WAYNE",USA,ALLEN,18003,N,4246805,41.09078646,-85.10951788,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","VA MEDICAL CENTER - FORT WAYNE CAMPUS","GOVERNMENT - FEDERAL",-999,https://www.va.gov/directory/guide/allstate.asp,"9/26/2019 0:00",18,IN,OPEN,"(260) 426-5431","NOT AVAILABLE",MILITARY,"5/18/2015 0:00",IMAGERY/OTHER,http://www.northernindiana.va.gov/,46805
8094,"103 VALLEY CENTER DRIVE","NOT AVAILABLE",84,STAUNTON,USA,STAUNTON,51790,N,20522402,38.14244393,-79.02740691,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","WESTERN STATE HOSPITAL","GOVERNMENT - STATE",-999,http://www.vhi.org,"11/27/2019 0:00",51,VA,OPEN,"(540) 332-8000","NOT AVAILABLE",PSYCHIATRIC,"3/9/2017 0:00",IMAGERY/OTHER,http://www.wsh.dbhds.virginia.gov/,22402
8095,"26317 WEST WASHINGTON STREET","NOT AVAILABLE",126,PETERSBURG,USA,DINWIDDIE,51053,N,124,37.20757182,-77.45296695,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","CENTRAL STATE HOSPITAL","GOVERNMENT - STATE",-999,http://www.vhi.org,"11/27/2019 0:00",51,VA,OPEN,"(804) 524-7000","NOT AVAILABLE",PSYCHIATRIC,"5/23/2015 0:00",IMAGERY,http://www.csh.dbhds.virginia.gov/contact.html,23803
8096,"382 TAYLOR DRIVE","NOT AVAILABLE",72,DANVILLE,USA,DANVILLE,51590,N,20324541,36.55475681,-79.41002832,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","SOUTHERN VIRGINIA MENTAL HEALTH INSTITUTE","GOVERNMENT - STATE",-999,http://www.vhi.org,"11/27/2019 0:00",51,VA,OPEN,"(434) 799-6220","NOT AVAILABLE",PSYCHIATRIC,"3/9/2017 0:00",IMAGERY,http://www.svmhi.dbhds.virginia.gov/,24541
8097,"2200 SW GAGE BLVD","NOT AVAILABLE",196,TOPEKA,USA,SHAWNEE,20177,Y,5766622,39.02623218,-95.72279545,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","COLMERY-O'NEIL VA MEDICAL CENTER","GOVERNMENT - FEDERAL",-999,https://www.va.gov/directory/guide/allstate.asp,"9/26/2019 0:00",20,KS,OPEN,"(785) 350-3111","NOT AVAILABLE","GENERAL ACUTE CARE","4/16/2020 0:00",IMAGERY/OTHER,http://www.topeka.va.gov/,66622
8098,"4101 4TH ST TRAFFICWAY","NOT AVAILABLE",204,LEAVENWORTH,USA,LEAVENWORTH,20103,Y,5166048,39.27939624,-94.89383569,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","DWIGHT D. EISENHOWER VA MEDICAL CENTER","GOVERNMENT - FEDERAL",-999,https://www.va.gov/directory/guide/allstate.asp,"9/26/2019 0:00",20,KS,OPEN,"(913) 682-2000","NOT AVAILABLE",MILITARY,"4/16/2020 0:00",IMAGERY/OTHER,http://www.leavenworth.va.gov/,66048
8099,"5500 E KELLOGG AVE","NOT AVAILABLE",81,WICHITA,USA,SEDGWICK,20173,N,5367218,37.6812338,-97.27464126,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ROBERT J. DOLE VA MEDICAL CENTER","GOVERNMENT - FEDERAL",-999,https://www.va.gov/directory/guide/allstate.asp,"9/26/2019 0:00",20,KS,OPEN,"(316) 685-2221","NOT AVAILABLE","GENERAL ACUTE CARE","4/17/2020 0:00",IMAGERY/OTHER,http://www.wichita.va.gov/,67218
8100,"3215 MCCLURE BRIDGE ROAD","NOT AVAILABLE",-999,DULUTH,USA,GWINNETT,13135,N,20130136,34.0068349,-84.15290664,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","GLANCYREHABILITATION HOSPITAL",NON-PROFIT,-999,http://www.gamap2care.info/,"10/10/2019 0:00",13,GA,OPEN,"NOT AVAILABLE","NOT AVAILABLE",REHABILITATION,"2/10/2014 0:00",IMAGERY,http://www.gwinnettmedicalcenter.org/facilities/gmccontentpage.aspx?nd=518,30136
8101,"1291 STANLEY ROAD NW","NOT AVAILABLE",100,KENNESAW,USA,COBB,13067,N,7530152,33.98622371,-84.60617122,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","DEVEREUX TREATMENT NETWORK",NON-PROFIT,100,http://www.gamap2care.info/,"10/10/2019 0:00",13,GA,OPEN,"(770) 427-0147","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.devereuxga.org,30152
8102,"2518 JIMMY LEE SMITH PKY","PAULDING MEMORIAL HOSPITAL",216,HIRAM,USA,PAULDING,13223,N,1030132,33.90037138,-84.78072591,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","WELLSTAR PAULDING HOSPITAL",NON-PROFIT,216,http://www.gamap2care.info/,"10/10/2019 0:00",13,GA,OPEN,"(470) 644-7000","NOT AVAILABLE","GENERAL ACUTE CARE","3/12/2014 0:00",IMAGERY,http://www.wellstar.org,30141
8103,"4500 NORTH SHALLOWFORD ROAD","NOT AVAILABLE",168,ATLANTA,USA,DEKALB,13089,N,13330338,33.92502326,-84.30876592,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","EMORY DUNWOODY MEDICAL CENTER",NON-PROFIT,168,http://www.gamap2care.info/,"10/10/2019 0:00",13,GA,OPEN,"(404) 778-6920","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.emoryhealthcare.org/family-medicine/index.html,30338
8104,"2000 SIXTEENTH AVENUE","NOT AVAILABLE",-999,COLUMBUS,USA,MUSCOGEE,13215,N,19831901,32.48269659,-84.96811113,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","BRADLEY CENTER OF SAINT FRANCIS",NON-PROFIT,-999,http://www.gamap2care.info/,"10/10/2019 0:00",13,GA,OPEN,"(706) 320-3700","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.wecareforlife.com/,31901
