fid,address,beds,city,country,county,id,latitude,longitude,name,population,sourcedate,state,status,telephone,type,website,zip,,,,,,,,
6619,2222 WELBORN STREET,100,DALLAS,USA,DALLAS,58675219,32.8019769,-96.81431331,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,100,9/3/2019 0:00,TX,OPEN,(214) 559-5000,CHILDREN,http://www.tsrhc.org,75219,,,,,,,,
6620,7601 PRESTON ROAD,72,PLANO,USA,COLLIN,73175024,33.07853049,-96.80044497,CHILDRENS MEDICAL CENTER PLANO,72,9/3/2019 0:00,TX,OPEN,(469) 303-7000,CHILDREN,https://www.childrens.com/location-landing/locations-and-directions/childrens-health-plano,75024,,,,,,,,
6621,3000 COLISEUM DRIVE,200,HAMPTON,USA,HAMPTON,12323666,37.05729223,-76.39033356,SENTARA CAREPLEX HOSPITAL,200,11/27/2019 0:00,VA,OPEN,(757) 736-1000,GENERAL ACUTE CARE,http://www.sentara.com/hospitalsfacilities/hospitals/careplex/pages/careplex.aspx,23666,,,,,,,,
6622,106 PARK LANE,25,HOT SPRINGS,USA,BATH,224445,37.9929072,-79.83203061,BATH COUNTY COMMUNITY HOSPITAL,25,11/27/2019 0:00,VA,OPEN,(540) 839-7000,CRITICAL ACCESS,www.bathhospital.org,24445,,,,,,,,
6623,36 NORTH KLONDIKE ROAD,25,REPUBLIC,USA,FERRY,5599166,48.65304137,-118.7314009,FERRY COUNTY MEMORIAL HOSPITAL,25,8/10/2019 0:00,WA,OPEN,(509) 775-3333,CRITICAL ACCESS,www.fcphd.org,99166,,,,,,,,
6624,503 HIGHLAND AVE E,25,CHELAN,USA,CHELAN,1298816,47.84497018,-120.0096126,LAKE CHELAN COMMUNITY HOSPITAL,25,8/10/2019 0:00,WA,OPEN,(509) 682-2531,CRITICAL ACCESS,lakechelancommunityhospital.com,98816,,,,,,,,
6625,1 HOSPITAL DRIVE,16,JENNINGS,USA,JEFFERSON DAVIS,165070546,30.23989684,-92.66266962,JENNINGS SENIOR CARE HOSPITAL,-999,8/16/2019 0:00,LA,OPEN,(337) 785-8003,GENERAL ACUTE CARE,NOT AVAILABLE,70546,,,,,,,,
6626,8401 MARKET STREET,246,BOARDMAN,USA,MAHONING,16144512,40.99488498,-80.66002841,ST ELIZABETH BOARDMAN HEALTH CENTER,246,4/27/2020 0:00,OH,OPEN,(330) 729-2929,GENERAL ACUTE CARE,http://www.mercy.com/youngstown/ho_sebhc.aspx,44512,,,,,,,,
6627,"7414 SUMRALL DRIVE, SUITE C",14,BATON ROUGE,USA,EAST BATON ROUGE,160770812,30.51536561,-91.1168349,BETHESDA REHABILITATION HOSPITAL,-999,8/16/2019 0:00,LA,OPEN,(225) 663-2881,PSYCHIATRIC,http://www.apollo-bhh.com/,70812,,,,,,,,
6628,3687 VETERANS DR,58,FORT HARRISON,USA,LEWIS AND CLARK,8859636,46.61866261,-112.1017865,VA MEDICAL CENTER AND AMBULATORY CARE CLINIC,-999,9/26/2019 0:00,MT,OPEN,(877) 468-8387,MILITARY,http://www.montana.va.gov/,59636,,,,,,,,
6629,2390 ENTERPRISE DRIVE,-999,FREMONT,USA,SANDUSKY,6943420,41.37974056,-83.11588066,"PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC",-999,7/23/2012 0:00,OH,CLOSED,(419) 461-1057,GENERAL ACUTE CARE,http://www.physicianschoicehospital.com,43420,,,,,,,,
6630,3900 CAPITAL MALL DR SW,110,OLYMPIA,USA,THURSTON,9198502,47.04273092,-122.9517868,CAPITAL MEDICAL CENTER,110,8/10/2019 0:00,WA,OPEN,(360) 754-5858,GENERAL ACUTE CARE,http://www.capitalmedical.com,98502,,,,,,,,
6631,1001 WEST MINERAL AVENUE,40,LITTLETON,USA,ARAPAHOE,154780120,39.57454183,-105.0000982,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LITTLETON,-999,8/13/2019 0:00,CO,OPEN,(303) 334-1100,REHABILITATION,NOT AVAILABLE,80120,,,,,,,,
6632,750 HOSPITAL LOOP,25,CRAIG,USA,MOFFAT,10581625,40.51849766,-107.5801197,"MEMORIAL HOSPITAL, THE",-999,8/13/2019 0:00,CO,OPEN,(970) 824-9411,CRITICAL ACCESS,www.memorialhealthsystem.com,81625,,,,,,,,
6633,2350 MEADOWS BLVD,55,CASTLE ROCK,USA,DOUGLAS,154280109,39.40511956,-104.8845637,CASTLE ROCK ADVENTIST HOSPITAL,-999,8/13/2019 0:00,CO,OPEN,(720) 455-2500,GENERAL ACUTE CARE,NOT AVAILABLE,80109,,,,,,,,
6634,4747 ARAPAHOE,167,BOULDER,USA,BOULDER,2180303,40.01629753,-105.2362516,FOOTHILLS HOSPITAL,-999,8/13/2019 0:00,CO,OPEN,(720) 854-7000,GENERAL ACUTE CARE,www.bch.org,80303,,,,,,,,
6635,"1008 MINNEQUA AVENUE, SUITE 6100",408,PUEBLO,USA,PUEBLO,9181004,38.23376529,-104.6228061,HAVEN BEHAVIORAL HOSPITAL OF SOUTHERN COLO,-999,8/13/2019 0:00,CO,OPEN,(719) 546-6000,PSYCHIATRIC,http://www.havenwarheroes.com/,81004,,,,,,,,
6636,1750 KERNERSVILLE MEDICAL PKWY,50,KERNERSVILLE,USA,FORSYTH,126,36.09096032,-80.04415038,KERNERSVILLE MEDICAL CENTER-ER,-999,8/10/2019 0:00,NC,OPEN,(336) 564-4000,GENERAL ACUTE CARE,https://www.novanthealth.org/kernersville-medical-center.aspx,27284,,,,,,,,
6637,3637 OLD VINEYARD ROAD,164,WINSTON-SALEM,USA,FORSYTH,178827104,36.07833438,-80.31857382,OLD VINEYARD YOUTH SERVICES,-999,8/10/2019 0:00,NC,OPEN,(336) 794-3550,PSYCHIATRIC,http://oldvineyardbhs.com/,27104,,,,,,,,
6638,2817 REILLY RD,138,FORT BRAGG,USA,CUMBERLAND,37,35.14562624,-79.00217023,WOMACK ARMY MEDICAL CENTER,-999,4/1/2020 0:00,NC,OPEN,(910) 907-6000,MILITARY,http://www.wamc.amedd.army.mil/,28307,,,,,,,,
6639,1900 23RD STREET,272,CUYAHOGA FALLS,USA,SUMMIT,4744223,41.13299097,-81.51109585,SUMMA WESTERN RESERVE HOSPITAL,272,4/27/2020 0:00,OH,OPEN,(330) 971-7000,GENERAL ACUTE CARE,http://www.westernreservehospital.org,44223,,,,,,,,
6640,508 FULTON ST,151,DURHAM,USA,DURHAM,8127705,36.00951207,-78.93883233,VA MEDICAL CENTER - DURHAM,-999,9/26/2019 0:00,NC,OPEN,(919) 286-0411,MILITARY,http://www.durham.va.gov/,27705,,,,,,,,
6641,2300 RAMSEY ST,127,FAYETTEVILLE,USA,CUMBERLAND,8528301,35.08782262,-78.87695584,VA MEDICAL CENTER - FAYETTEVILLE,-999,9/26/2019 0:00,NC,OPEN,(910) 488-2120,MILITARY,http://www.fayettevillenc.va.gov/,28301,,,,,,,,
6642,819 NORTH FIRST STREET,25,DENNISON,USA,TUSCARAWAS,15844621,40.40162159,-81.33668613,TRINITY HOSPITAL TWIN CITY,25,4/27/2020 0:00,OH,OPEN,(740) 922-2800,CRITICAL ACCESS,http://www.trinitytwincity.org,44621,,,,,,,,
6643,301 CEDAR,23,OROFINO,USA,CLEARWATER,283544,46.48692916,-116.2597695,CLEARWATER VALLEY HOSPITAL AND CLINICS,23,8/9/2019 0:00,ID,OPEN,(208) 476-4555,GENERAL ACUTE CARE,http://www.smh-cvhc.org,83544,,,,,,,,
6644,300 HOSPITAL DRIVE,60,OROFINO,USA,CLEARWATER,583544,46.49175673,-116.2603895,IDAHO STATE HOSPITAL NORTH,60,8/9/2019 0:00,ID,OPEN,(208) 476-4511,PSYCHIATRIC,http://healthandwelfare.idaho.gov,83544,,,,,,,,
6645,700 SOUTH MAIN STREET,25,MOSCOW,USA,LATAH,2483843,46.72822646,-117.0005473,GRITMAN MEDICAL CENTER,25,8/9/2019 0:00,ID,OPEN,(208) 882-4511,GENERAL ACUTE CARE,http://www.gritman.org,83843,,,,,,,,
6646,10180 SE SUNNYSIDE ROAD,269,CLACKAMAS,USA,CLACKAMAS,1597015,45.43132036,-122.5604662,KAISER SUNNYSIDE MEDICAL CENTER,269,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,https://healthy.kaiserpermanente.org,97015,,,,,,,,
6647,10150 SE 32ND AVENUE,63,MILWAUKIE,USA,CLACKAMAS,3597222,45.44936638,-122.6275629,PROVIDENCE MILWAUKIE HOSPITAL,63,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://oregon.providence.org/patients/facilities/providence-milwaukie-hospital/pages/default.aspx,97222,,,,,,,,
6648,2111 EXCHANGE STREET,242,ASTORIA,USA,CLATSOP,797103,46.18800206,-123.8185923,COLUMBIA MEMORIAL HOSPITAL,242,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,www.columbiamemorial.com,97103,,,,,,,,
6649,725 S WAHANNA ROAD,47,SEASIDE,USA,CLATSOP,3897138,45.98901502,-123.9120687,PROVIDENCE SEASIDE HOSPITAL,47,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.providence.org,97138,,,,,,,,
6650,25 JACOB'S GULCH ROAD,25,KELLOGG,USA,SHOSHONE,3483837,47.54639827,-116.1306131,SHOSHONE MEDICAL CENTER,25,8/9/2019 0:00,ID,OPEN,(208) 784-1221,GENERAL ACUTE CARE,http://www.shoshonehealth.com,83837,,,,,,,,
6651,100 HIGH ST,501,BUFFALO,USA,ERIE,2114203,42.90086841,-78.86620976,BUFFALO GENERAL MEDICAL CENTER,501,8/20/2019 0:00,NY,OPEN,(716) 859-5600,GENERAL ACUTE CARE,http://www.kaleidahealth.org/bgmc/,14203,,,,,,,,
6652,229 SOUTH SEVENTH STREET,19,ST. MARIES,USA,BENEWAH,1283861,47.31465952,-116.5675792,BENEWAH COMMUNITY HOSPITAL,19,8/9/2019 0:00,ID,OPEN,(208) 245-5551,GENERAL ACUTE CARE,http://www.bchmed.org,83861,,,,,,,,
6653,SW EASTRIDGE STREET,78,PORTLAND,USA,WASHINGTON,697225,45.50586972,-122.7830819,CEDAR HILLS HOSPITAL,78,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,PSYCHIATRIC,www.cedarhillshospital.com/,97225,,,,,,,,
6654,140 BURWELL ST,25,LITTLE FALLS,USA,HERKIMER,4413365,43.04424004,-74.84749316,LITTLE FALLS HOSPITAL,25,8/20/2019 0:00,NY,OPEN,(315) 823-1000,CRITICAL ACCESS,http://www.bassett.org/little-falls-hospital/,13365,,,,,,,,
6655,1700 E 19TH STREET,49,THE DALLES,USA,WASCO,2597015,45.58727159,-121.1645196,MID-COLUMBIA MEDICAL CENTER,49,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,www.mcmc.net,97015,,,,,,,,
6656,601 MEDICAL PARKWAY,57,ENTERPRISE,USA,WALLOWA,6697828,45.43236526,-117.2844613,WALLOWA MEMORIAL HOSPITAL,57,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,CRITICAL ACCESS,www.wchcd.org,97828,,,,,,,,
6657,10123 SE MARKET STREET,217,PORTLAND,USA,MULTNOMAH,197216,45.51271035,-122.5584342,ADVENTIST MEDICAL CENTER,217,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,www.adventisthealthnw.com,97216,,,,,,,,
6658,2801 N GANTENBEIN AVENUE,407,PORTLAND,USA,MULTNOMAH,1797227,45.54328588,-122.6702218,LEGACY EMANUEL MEDICAL CENTER,407,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,www.legacyhealth.org,97227,,,,,,,,
6659,24800 SE STARK STREET,111,GRESHAM,USA,MULTNOMAH,2097030,45.51678413,-122.4069891,LEGACY MOUNT HOOD MEDICAL CENTER,111,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,www.legacyhealth.org,97030,,,,,,,,
6660,"1015 NW 22ND AVENUE, W121",-999,PORTLAND,USA,MULTNOMAH,2197210,45.53018287,-122.6970344,LEGACY TRANSPLANT SERVICES,-999,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,SPECIAL,www.legacyhealth.org,97210,,,,,,,,
6661,3181 SW SAM JACKSON PARK ROAD,522,PORTLAND,USA,MULTNOMAH,2797223,45.49894631,-122.6859712,OHSU HOSPITAL AND CLINICS,522,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.ohsu.edu,97223,,,,,,,,
6662,1000 THIRD STREET,25,TILLAMOOK,USA,TILLAMOOK,6197141,45.4566109,-123.8543315,ADVENTIST HEALTH TILLAMOOK,25,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.tcgh.com,97141,,,,,,,,
6663,610 NW 11TH STREET,425,HERMISTON,USA,UMATILLA,1297838,45.84711899,-119.3085125,GOOD SHEPHERD MEDICAL CENTER,425,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.gsmc.org/,97838,,,,,,,,
6664,607 WEST MAIN,16,GRANGEVILLE,USA,IDAHO,1983530,45.92706836,-116.1272166,SYRINGA HOSPITAL & CLINICS,16,8/9/2019 0:00,ID,OPEN,(208) 983-1700,GENERAL ACUTE CARE,http://www.syringahospital.org,83530,,,,,,,,
6665,520 NORTH THIRD AVENUE,25,SANDPOINT,USA,BONNER,183864,48.27759579,-116.5494068,BONNER GENERAL HOSPITAL,25,8/9/2019 0:00,ID,OPEN,(208) 263-1441,GENERAL ACUTE CARE,http://www.bonnergeneral.org/index.php,83864,,,,,,,,
6666,1001 PROVIDENCE DRIVE,40,NEWBERG,USA,YAMHILL,3697132,45.30834927,-122.9359173,PROVIDENCE NEWBERG MEDICAL CENTER,40,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://oregon.providence.org/patients/facilities/providence-newberg-medical-center/pages/default.aspx,97132,,,,,,,,
6667,564 E PIONEER DRIVE,21,HEPPNER,USA,MORROW,3197836,45.35589942,-119.5486594,PIONEER MEMORIAL HOSPITAL,21,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,http://www.morrowcountyhealthdistrict.org,97836,,,,,,,,
6668,1401 N 10TH AVENUE,40,STAYTON,USA,MARION,4997383,44.80511025,-122.7847626,SANTIAM HOSPITAL,40,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,santiamhospital.org  santiamhospital.org,97383,,,,,,,,
6669,1000 STATE STREET,15,MCCALL,USA,VALLEY,3783638,44.90904813,-116.1101393,ST. LUKE'S MCCALL,15,8/9/2019 0:00,ID,OPEN,(208) 634-2221,GENERAL ACUTE CARE,http://www.mccallhosp.org,83638,,,,,,,,
6670,402 OLD STATE HIGHWAY 1330,10,CASCADE,USA,VALLEY,4383611,44.51836988,-116.0493791,CASCADE MEDICAL CENTER,10,8/9/2019 0:00,ID,OPEN,(208) 382-4242,GENERAL ACUTE CARE,http://www.cascademedicalcenter.net,83611,,,,,,,,
6671,203 S. DAISY,18,SALMON,USA,LEMHI,3883467,45.17328967,-113.891747,STEELE MEMORIAL MEDICAL CENTER,18,8/9/2019 0:00,ID,OPEN,(208) 756-5600,CRITICAL ACCESS,www.steelemh.com,83467,,,,,,,,
6672,3043 NE 28TH STREET,25,LINCOLN CITY,USA,LINCOLN,4797367,44.98606094,-123.9951811,SAMARITAN NORTH LINCOLN HOSPITAL,25,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,GENERAL ACUTE CARE,www.samhealth.org,97367,,,,,,,,
6673,930 SW ABBEY STREET,25,NEWPORT,USA,LINCOLN,4897365,44.6293932,-124.0596115,SAMARITAN PACIFIC COMMUNITIES HOSPITAL,25,8/10/2019 0:00,OR,OPEN,NOT AVAILABLE,CRITICAL ACCESS,www.samhealth.org,97365,,,,,,,,
6674,565 ABBOTT RD,438,BUFFALO,USA,ERIE,2414220,42.84750143,-78.81197103,MERCY HOSPITAL,438,8/20/2019 0:00,NY,OPEN,(716) 434-9111,GENERAL ACUTE CARE,http://www.chsbuffalo.org/facilities/hospitals/mhob,14220,,,,,,,,
6675,42084 STATE HIGHWAY 28,15,MARGARETVILLE,USA,DELAWARE,2612455,42.14665356,-74.64206927,MARGARETVILLE MEMORIAL HOSPITAL,15,8/20/2019 0:00,NY,OPEN,(845) 586-2631,CRITICAL ACCESS,http://www.hahv.org/find-care/locations/margaretville-hospital/,12455,,,,,,,,
6676,2950 ELMWOOD AVE,184,BUFFALO,USA,ERIE,2714217,42.97759545,-78.88011777,KENMORE MERCY HOSPITAL,184,8/20/2019 0:00,NY,OPEN,(716) 447-6100,GENERAL ACUTE CARE,http://www.chsbuffalo.org/facilities/hospitals/kmh,14217,,,,,,,,
6677,666 ELM STR,123,BUFFALO,USA,ERIE,3414263,42.8992051,-78.86488695,ROSWELL PARK CANCER INSTITUTE,123,8/20/2019 0:00,NY,OPEN,(716) 845-2300,GENERAL ACUTE CARE,http://www.roswellpark.org,14263,,,,,,,,
6678,1019 WICKER ST,15,TICONDEROGA,USA,ESSEX,3712883,43.84952513,-73.43702399,THE UNIVERSITY OF VERMONT HEALTH NETWORK ELIZABETHTOWN MOSES LUDINGTON HOSPITAL,15,8/20/2019 0:00,NY,OPEN,(518) 585-2831,CRITICAL ACCESS,www.interlakeshealth.com,12883,,,,,,,,
6679,2233 STATE ROUTE 86,97,SARANAC LAKE,USA,FRANKLIN,3812983,44.34504104,-74.14313676,ADIRONDACK MEDICAL CENTER,97,8/20/2019 0:00,NY,OPEN,(518) 891-4141,GENERAL ACUTE CARE,http://www.adirondackhealth.org/locations/adirondack-medical-center-at-saranac-lake/,12983,,,,,,,,
6680,4 FULLER ST,15,ALEXANDRIA BAY,USA,JEFFERSON,4613607,44.33770877,-75.92050805,RIVER HOSPITAL,15,8/20/2019 0:00,NY,OPEN,(315) 482-2511,CRITICAL ACCESS,http://www.riverhospital.org,13607,,,,,,,,
6681,150 BROAD ST,25,HAMILTON,USA,MADISON,4913346,42.81343509,-75.54340496,COMMUNITY MEMORIAL HOSPITAL,25,8/20/2019 0:00,NY,OPEN,(315) 824-1100,CRITICAL ACCESS,http://www.communitymemorial.org,13346,,,,,,,,
6682,1000 SOUTH AVE,261,ROCHESTER,USA,MONROE,5014620,43.1352912,-77.60599645,HIGHLAND HOSPITAL,261,8/20/2019 0:00,NY,OPEN,(585) 473-2200,GENERAL ACUTE CARE,https://www.urmc.rochester.edu/highland.aspx,14620,,,,,,,,
6683,1001 WEST ST,35,CARTHAGE,USA,JEFFERSON,5213618,43.98725597,-75.59409131,CARTHAGE AREA HOSPITAL,35,8/20/2019 0:00,NY,OPEN,(315) 493-1000,CRITICAL ACCESS,http://www.carthagehospital.com,13618,,,,,,,,
6684,455 E BAY DR,162,LONG BEACH,USA,NASSAU,6111561,40.59454659,-73.65222849,SOUTH NASSAU COMMUNITIES HOSPITAL OFF CAMPUS EMERGENCY DEPT,162,8/20/2018 0:00,NY,CLOSED,(516) 897-1000,GENERAL ACUTE CARE,http://longbeachmedicalcenter.org/,11561,,,,,,,,
6685,900 FRANKLIN AVE,330,VALLEY STREAM,USA,NASSAU,6311580,40.6811275,-73.6862992,LONG ISLAND JEWISH VALLEY STREAM,330,8/20/2019 0:00,NY,OPEN,(516) 256-6000,GENERAL ACUTE CARE,https://www.northwell.edu/find-care/locations/long-island-jewish-valley-stream,11580,,,,,,,,
6686,4295 HEMPSTEAD TURNPIKE,203,BETHPAGE,USA,NASSAU,6711714,40.72677129,-73.47871819,ST. JOSEPH HOSPITAL,203,8/20/2019 0:00,NY,OPEN,(516) 579-6000,GENERAL ACUTE CARE,http://stjosephhospital.chsli.org/,11714,,,,,,,,
6687,1000 N VILLAGE AVE,375,ROCKVILLE CENTRE,USA,NASSAU,6811530,40.68851303,-73.63160381,MERCY MEDICAL CENTER,375,8/20/2019 0:00,NY,OPEN,(516) 705-2525,GENERAL ACUTE CARE,http://www.mercymedicalcenter.chsli.org,11530,,,,,,,,
6688,100 PORT WASHINGTON BLVD,364,ROSLYN,USA,NASSAU,7411548,40.80475473,-73.67058968,SAINT FRANCIS HOSPITAL,364,8/20/2019 0:00,NY,OPEN,(516) 562-6000,GENERAL ACUTE CARE,http://www.stfrancisheartcenter.com/index.html,11548,,,,,,,,
6689,1500 N JAMES ST,130,ROME,USA,ONEIDA,7713440,43.22913433,-75.44235499,ROME MEMORIAL HOSPITAL,130,8/20/2019 0:00,NY,OPEN,(315) 338-7000,GENERAL ACUTE CARE,http://www.romehospital.org,13440,,,,,,,,
6690,2209 GENESEE ST,201,UTICA,USA,ONEIDA,7813501,43.08217143,-75.26611203,ST. ELIZABETH MEDICAL CENTER,201,8/20/2019 0:00,NY,OPEN,(315) 801-8100,GENERAL ACUTE CARE,http://www.stemc.org,13501,,,,,,,,
6691,4900 BROAD RD,326,SYRACUSE,USA,ONONDAGA,8113215,43.00803767,-76.16790218,UPSTATE UNIVERSITY HOSPITAL - COMMUNITY CAMPUS,326,8/20/2019 0:00,NY,OPEN,(315) 492-5953,GENERAL ACUTE CARE,http://www.upstate.edu/,13215,,,,,,,,
6692,196-198 NORTH ST,132,GENEVA,USA,ONTARIO,8614456,42.87646048,-76.98776837,GENEVA GENERAL HOSPITAL,132,8/20/2019 0:00,NY,OPEN,(315) 787-4000,GENERAL ACUTE CARE,http://www.flhealth.org,14456,,,,,,,,
6693,350 PARRISH STREET,113,CANANDAIGUA,USA,ONTARIO,8914424,42.87601496,-77.2902443,FF THOMPSON HOSPITAL,113,8/20/2019 0:00,NY,OPEN,(585) 396-6000,GENERAL ACUTE CARE,http://www.thompsonhealth.com,14424,,,,,,,,
6694,15 MAPLE AVE,60,WARWICK,USA,ORANGE,9010990,41.26136292,-74.35746215,ST ANTHONY COMMUNITY HOSPITAL,60,8/20/2019 0:00,NY,OPEN,(845) 986-2276,GENERAL ACUTE CARE,http://www.stanthonycommunityhosp.org,10990,,,,,,,,
6695,160 E MAIN ST,122,PORT JERVIS,USA,ORANGE,9112771,41.3676357,-74.68159719,BON SECOURS COMMUNITY HOSPITAL,122,8/20/2019 0:00,NY,OPEN,(845) 856-5351,GENERAL ACUTE CARE,http://www.bonsecourscommunityhosp.org,12771,,,,,,,,
6696,923 EAST CENTRAL AVENUE,66,LAFOLLETTE,USA,CAMPBELL,737766,36.38887104,-84.11146978,TENNOVA HEALTHCARE - LAFOLLETTE MEDICAL CENTER,66,8/10/2019 0:00,TN,OPEN,(423) 907-1200,GENERAL ACUTE CARE,http://www.tennovaeast.com/locations/lafollette-medical-center,37766,,,,,,,,
6697,604 1ST STREET NORTHEAST,16,WESSINGTON SPRINGS,USA,JERAULD,2457382,44.08108633,-98.56374221,AVERA WESKOTA MEMORIAL MEDICAL CENTER,16,8/10/2019 0:00,SD,OPEN,(605) 539-1201,CRITICAL ACCESS,http://www.averaweskota.org,57382,,,,,,,,
6698,410 WEST 16TH AVENUE,25,TYNDALL,USA,BON HOMME,6557066,42.99157078,-97.8675251,SAINT MICHAELS HOSPITAL,25,8/10/2019 0:00,SD,OPEN,(605) 589-2100,CRITICAL ACCESS,http://www.stmichaels-bhfp.org,57066,,,,,,,,
6699,601 DOCTOR MARTIN LUTHER KING JUNIOR AVENUE NORTHEAST,263,ALBUQUERQUE,USA,BERNALILLO,1987102,35.0861203,-106.6396904,LOVELACE MEDICAL CENTER,263,8/9/2019 0:00,NM,OPEN,(505) 727-8000,GENERAL ACUTE CARE,http://www.lovelace.com/albuquerque-hospital/lovelace-medical-center,87102,,,,,,,,
6700,751 NE BLAKELY DR,144,ISSAQUAH,USA,KING,15798029,47.53614824,-122.0218089,SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,-999,8/10/2019 0:00,WA,OPEN,(425) 313-4000,GENERAL ACUTE CARE,http://www.swedish.org/,98029,,,,,,,,
6701,3200 CANYON LAKE DRIVE,9,RAPID CITY,USA,PENNINGTON,4557702,44.07420252,-103.2716884,PHS INDIAN HOSPITAL AT RAPID CITY SIOUX SAN,9,8/10/2019 0:00,SD,OPEN,(605) 355-2500,CRITICAL ACCESS,https://www.ihs.gov/greatplains/healthcarefacilities/rapidcity/,57702,,,,,,,,
6702,1080 NORTH ELLINGTON PARKWAY,25,LEWISBURG,USA,MARSHALL,15637091,35.46504749,-86.78549016,MARSHALL MEDICAL CENTER,25,8/10/2019 0:00,TN,OPEN,(931) 359-6241,CRITICAL ACCESS,http://www.mauryregional.com,37091,,,,,,,,
6703,8805 STEILACOOM BOULEVARD SW,47,LAKEWOOD,USA,PIERCE,15098498,47.18095643,-122.564431,CHILD STUDY AND TREATMENT CENTER,47,8/10/2019 0:00,WA,OPEN,(253) 756-2504,PSYCHIATRIC,https://www.dshs.wa.gov/bha/division-state-hospitals/child-study-and-treatment-center,98498,,,,,,,,
6704,670 STONELEIGH AVE,164,CARMEL,USA,PUTNAM,9710512,41.38262712,-73.66297571,PUTNAM HOSPITAL CENTER,164,8/20/2019 0:00,NY,OPEN,(845) 279-5711,GENERAL ACUTE CARE,http://www.health-quest.org/home_phc.cfm?id=10,10512,,,,,,,,
6705,1300 MASSACHUSETTS AVE,196,TROY,USA,RENSSELAER,9812180,42.74272051,-73.67642397,SAMARITAN HOSPITAL ST MARY'S,196,8/20/2019 0:00,NY,OPEN,(518) 268-5000,GENERAL ACUTE CARE,http://www.setonhealth.org/st_marys/index.cfm,12180,,,,,,,,
6706,1010 EAST 2ND STREET,-999,CANTON,USA,LINCOLN,3057013,43.30398569,-96.57999678,KEYSTONE TREATMENT CENTER,-999,8/10/2019 0:00,SD,OPEN,(605) 987-2751,PSYCHIATRIC,http://www.keystonetreatment.com/,57013,,,,,,,,
6707,81 BALL PARK ROAD,150,HARLAN,USA,HARLAN,3140831,36.80945517,-83.31359839,HARLAN ARH HOSPITAL,150,8/11/2019 0:00,KY,OPEN,(606) 573-8100,GENERAL ACUTE CARE,http://www.arh.org/locations/harlan.aspx,40831,,,,,,,,
6708,50 SANATORIUM ROAD,378,POMONA,USA,ROCKLAND,10310970,41.15907557,-74.03806184,SUMMIT PARK HOSPITAL & NURSING CARE CENTER,378,8/20/2018 0:00,NY,CLOSED,(845) 364-2150,LONG TERM CARE,http://rocklandgov.com/departments/hospitals/,10970,,,,,,,,
6709,134 HEARTLAND DRIVE,40,ELIZABETHTOWN,USA,HARDIN,3442701,37.71463556,-85.87507217,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LAKEVIEW,40,8/11/2019 0:00,KY,OPEN,(270) 769-3100,REHABILITATION,http://www.healthsouthlakeview.com,42701,,,,,,,,
6710,214 KING ST,130,OGDENSBURG,USA,ST. LAWRENCE,10413669,44.69159065,-75.49988778,CLAXTON-HEPBURN MEDICAL CENTER,130,8/20/2019 0:00,NY,OPEN,(315) 393-3600,GENERAL ACUTE CARE,http://www.claxtonhepburn.org,13669,,,,,,,,
6711,77 W BARNEY ST,25,GOUVERNEUR,USA,ST. LAWRENCE,10513642,44.33752535,-75.47484873,GOUVERNEUR HOSPITAL,25,8/20/2019 0:00,NY,OPEN,(315) 287-1000,CRITICAL ACCESS,http://www.ejnoble.com,13642,,,,,,,,
6712,800 EAST 21ST STREET,24,SIOUX FALLS,USA,MINNEHAHA,6057105,43.53423365,-96.71432391,SELECT SPECIALTY HOSPITAL,24,11/24/2012 0:00,SD,CLOSED,(605) 322-3300,LONG TERM CARE,http://southdakota.selectspecialtyhospitals.com/,57105,,,,,,,,
